Date,CDI,IPCA,IMA Geral,IMA-B,IMA-B 5,IMA-B 5+,IRF-M,IRF-M 1,IRF-M 1+,Ibovespa,IDIV,SMLL,S&P 500,Global BDRX,MSCI World
2010-12-31,977.2623405,234.4334086,2162.905845,2385.460775,2227.718087,2736.627654,4791.831607,4650.553509,4986.401456,69304,2567.4,1439,2095.479768,1075.36,2132.854737
2011-01-03,977.6545322,234.5257157,2164.151998,2384.126181,2230.022404,2730.279381,4798.883983,4652.470813,4996.559398,69962,2604.68,1450,2099.85737,1075.43,2126.394236
2011-01-04,978.0468812,234.618059,2163.843993,2381.248504,2230.661052,2722.465612,4798.972723,4654.371059,4995.329402,70317,2616.95,1441,2102.94312,1085.6,2134.500026
2011-01-05,978.4393876,234.7104388,2163.241514,2379.029477,2231.823383,2715.531477,4796.085324,4654.804288,4989.96685,71091,2640.95,1439,2133.514728,1102.23,2147.849768
2011-01-06,978.8320516,234.8028548,2163.031682,2376.308349,2232.617668,2707.884497,4796.67736,4656.750987,4989.582685,70578,2616.08,1431,2147.328945,1110.28,2163.86189
2011-01-07,979.2248732,234.8953073,2160.248346,2367.866826,2231.838823,2688.561583,4789.042299,4656.573402,4976.367112,70057,2606.17,1421,2143.87615,1104.35,2160.578924
2011-01-10,979.6178524,234.9877962,2158.66774,2363.466302,2230.463407,2679.803849,4783.20997,4656.460722,4966.255154,70127,2602.63,1430,2147.4012,1107.11,2157.314818
2011-01-11,980.0109894,235.0803215,2161.161829,2368.11481,2232.876025,2687.753085,4789.446099,4659.910656,4974.640354,70423,2617.48,1438,2152.214376,1106.81,2165.309032
2011-01-12,980.4042841,235.1728833,2162.203295,2372.013019,2234.751893,2694.619157,4787.5382,4661.009613,4970.504576,71632,2640.11,1451,2156.940708,1113.96,2177.914999
2011-01-13,980.7977366,235.2654814,2164.393384,2378.826218,2239.010791,2705.289538,4788.995525,4662.422628,4972.02182,70721,2636.54,1436,2144.007576,1107.08,2180.045972
2011-01-14,981.191347,235.3581161,2164.363149,2380.90211,2238.084731,2711.557566,4783.303918,4662.55845,4961.974688,70940,2649.6,1433,2178.204132,1125.15,2204.742356
2011-01-17,981.5851154,235.4507872,2164.519183,2382.130776,2237.985903,2714.657901,4780.015558,4663.894392,4955.253321,70609,2639.45,1427,2178.204132,1115.58,2198.822059
2011-01-18,981.9790418,235.5434948,2166.386563,2385.822118,2239.033092,2721.907441,4784.029537,4665.801121,4960.879366,70919,2621.69,1433,2168.51099,1110.87,2203.932818
2011-01-19,982.3731264,235.6362389,2167.301758,2386.094448,2240.139594,2721.148524,4787.466446,4667.399643,4965.721428,70058,2601.96,1423,2142.601088,1101.07,2187.543088
2011-01-20,982.7849536,235.7290196,2168.542705,2387.447008,2240.927123,2723.297252,4790.182691,4670.777345,4968.007014,69561,2590.53,1419,2139.95459,1102.9,2164.74722
2011-01-21,983.1969535,235.8218367,2168.8786,2386.459412,2240.548248,2721.481755,4791.62306,4672.943531,4968.945628,69133,2566.78,1412,2146.146205,1112.61,2178.243241
2011-01-24,983.6091262,235.9146904,2166.363906,2376.137999,2235.842764,2703.445428,4789.267526,4673.98191,4964.071606,69426,2586.5,1417,2159.704404,1112,1957.488519
2011-01-25,984.0214716,236.0075807,2167.400547,2377.434322,2237.053931,2704.931148,4791.507733,4676.103791,4966.44052,69426,2586.5,1417,2162.08091,1112,1958.061505
2011-01-26,984.4339898,236.1005075,2167.03195,2376.88157,2238.202443,2702.204801,4787.438735,4677.315413,4958.445324,68709,2583.85,1392,2164.334796,1118.09,1938.834222
2011-01-27,984.8466811,236.193471,2167.653262,2377.729161,2241.199104,2700.40487,4787.884616,4679.604794,4957.555916,68050,2555.42,1357,2172.83088,1121.74,1920.85212
2011-01-28,985.2595453,236.286471,2168.736377,2378.391742,2244.27041,2698.081792,4791.553717,4682.975453,4961.512095,66697,2506.01,1315,2141.953788,1110.58,1916.927306
2011-01-31,985.6725826,236.3795076,2168.547314,2378.036217,2245.320318,2695.937061,4788.155289,4685.302863,4953.875656,66574,2501.51,1319,2152.193208,1101.99,1911.165039
2011-02-01,986.085793,236.4737043,2170.824765,2382.938165,2248.169371,2703.730906,4792.607895,4687.281475,4960.215962,67847,2516.71,1343,2174.652929,1125.82,1895.777669
2011-02-02,986.4991767,236.5679386,2173.706558,2386.964197,2250.886006,2709.658619,4802.416753,4690.02184,4975.079764,66688,2484.69,1326,2173.948413,1126.93,1907.407464
2011-02-03,986.9127337,236.6622103,2172.963643,2383.462105,2250.60087,2701.890343,4800.490005,4691.726546,4970.617849,66764,2477.89,1305,2182.46487,1121.04,1905.318046
2011-02-04,987.326464,236.7565197,2170.967805,2376.712616,2248.585822,2688.760891,4795.553495,4692.799858,4961.451082,65269,2436.48,1284,2194.134206,1126.19,1918.012441
2011-02-07,987.7403678,236.8508666,2171.915545,2376.014016,2248.773338,2686.904067,4800.10904,4696.056383,4966.990281,65362,2457.17,1293,2212.83828,1144.42,1910.455913
2011-02-08,988.1544451,236.9452512,2177.638758,2388.408812,2254.519588,2708.443493,4815.41473,4699.347331,4990.861015,65771,2471.19,1305,2213.488927,1136.61,1906.845419
2011-02-09,988.568696,237.0396733,2179.020883,2390.165893,2255.776309,2710.941151,4819.059795,4701.266029,4995.765484,64217,2418.71,1280,2198.340584,1125.07,1902.561188
2011-02-10,988.9834736,237.1341331,2178.327674,2388.193415,2255.47019,2706.748757,4815.069828,4703.017169,4987.748823,64577,2411.22,1273,2204.87916,1126.51,1912.265256
2011-02-11,989.3980721,237.2286305,2178.572819,2386.966889,2254.881129,2704.643019,4815.6442,4705.154695,4987.259815,65755,2447.07,1298,2216.889285,1130.57,1903.824455
2011-02-14,989.8131977,237.3231655,2177.481566,2383.389681,2252.734304,2699.040567,4811.561249,4705.401535,4980.11871,66557,2458.66,1323,2222.442992,1136.6,1886.599415
2011-02-15,990.2284975,237.4177383,2178.197383,2380.339637,2252.64028,2692.081052,4818.370406,4708.114196,4989.87976,66341,2474.39,1325,2215.386282,1131.21,1882.093268
2011-02-16,990.6439716,237.5123487,2181.44525,2386.244771,2255.077674,2702.731097,4827.672799,4710.507207,5004.117638,67576,2533.47,1344,2232.188928,1134.91,1884.832589
2011-02-17,991.0596199,237.6069968,2183.582992,2389.243106,2256.952094,2707.335983,4834.319123,4712.5631,5014.052238,67684,2536.69,1345,2233.290423,1130.55,1880.443765
2011-02-18,991.4757967,237.7016827,2184.654333,2389.975836,2258.900111,2706.583342,4837.570196,4714.697186,5018.135896,68066,2555.64,1359,2239.737777,1128.4,1897.775892
2011-02-21,991.8921482,237.7964063,2184.503305,2388.360432,2259.979055,2701.469572,4835.931454,4715.788356,5014.587584,67258,2540.03,1342,2239.737777,1125.59,1896.592931
2011-02-22,992.3086745,237.8911676,2186.372072,2391.120114,2261.251985,2706.278018,4841.162334,4717.821645,5022.120944,66439,2520.93,1319,2195.995536,1111.28,1892.089613
2011-02-23,992.7253758,237.9859667,2186.87113,2392.11169,2262.317788,2707.238845,4840.24881,4718.944405,5019.789176,66910,2512.89,1314,2185.9728,1107.17,1910.0092
2011-02-24,993.142252,238.0808035,2186.499429,2388.961426,2259.979673,2702.865367,4840.144025,4717.716179,5020.454761,66948,2497.01,1318,2174.52589,1103.41,1911.258583
2011-02-25,993.5593033,238.1756782,2187.989427,2391.065184,2260.824675,2706.688964,4844.033122,4720.249941,5025.352996,66902,2490.1,1313,2194.3005,1108.47,1916.335488
2011-02-28,993.9761749,238.2705907,2189.711145,2393.316222,2262.890404,2709.316166,4849.055278,4724.108174,5031.275186,67383,2518.83,1329,2204.777864,1114.9,1905.456203
2011-03-01,994.3935764,238.3598876,2191.375674,2396.080329,2267.573608,2709.836481,4852.893297,4727.077456,5035.786755,66242,2493.79,1318,2172.034891,1099.68,1925.355056
2011-03-02,994.8111531,238.449218,2191.665468,2396.759023,2267.948207,2710.941459,4851.177898,4728.626502,5031.884573,67281,2519.93,1332,2173.31884,1096.82,1908.616897
2011-03-03,995.2459223,238.5385819,2191.086588,2395.706341,2268.741293,2707.495633,4846.701936,4730.665064,5023.022983,68145,2544.91,1349,2202.089865,1106.97,1912.714506
2011-03-04,995.6808814,238.6279793,2192.340321,2397.718402,2270.364706,2710.125013,4849.22612,4732.570434,5026.006999,68012,2551.36,1343,2174.87713,1098.71,1915.017875
2011-03-09,996.1160306,238.7174102,2193.444383,2399.031744,2272.054723,2711.046777,4851.840435,4735.071751,5028.749642,67263,2550.09,1350,2185.821118,1099.48,1935.114546
2011-03-10,996.55137,238.8068746,2197.363607,2407.354358,2278.278009,2722.542654,4861.505646,4740.715746,5041.264163,66040,2526.83,1341,2151.436732,1085.02,1947.454662
2011-03-11,996.9868996,238.8963725,2198.848633,2409.564663,2279.22477,2726.485581,4864.9176,4742.803901,5045.61886,66684,2549.26,1350,2171.495772,1094.55,1947.34529
2011-03-14,997.4226196,238.985904,2199.068328,2406.383333,2279.821057,2718.341304,4868.715535,4745.257087,5050.381297,67169,2579.45,1356,2156.026209,1086.34,1941.712491
2011-03-15,997.8588847,239.075469,2198.467461,2404.000209,2279.22693,2713.552314,4866.155486,4747.742707,5044.443144,67005,2581.4,1348,2139.697404,1077.6,1951.556864
2011-03-16,998.2953407,239.1650676,2199.078934,2404.421194,2280.252562,2713.237696,4866.979206,4750.034778,5044.316111,66002,2515.57,1346,2095.721712,1057.71,1949.785862
2011-03-17,998.7316325,239.2546998,2199.268978,2405.322826,2281.086999,2714.281142,4864.41158,4752.007789,5038.703067,66215,2520,1342,2134.372604,1072.24,1948.73018
2011-03-18,999.1684701,239.3443655,2201.205074,2408.849068,2283.413301,2719.543452,4868.635488,4753.977059,5044.499918,66879,2541.24,1341,2138.8224,1066.75,1940.752264
2011-03-21,999.6051436,239.4340649,2201.472607,2409.555211,2284.355244,2719.997048,4866.616054,4755.638782,5040.012802,66689,2547.48,1345,2162.062376,1082.11,1940.672371
2011-03-22,1000.042008,239.5237979,2203.554341,2414.351005,2287.514799,2727.159347,4869.913197,4758.099133,5043.92936,67578,2580.98,1368,2152.574526,1076.16,1958.518877
2011-03-23,1000.479419,239.6135645,2206.321036,2419.800782,2291.768965,2734.461558,4876.627278,4761.38768,5053.039368,67795,2585.81,1372,2154.175908,1076.3,1953.562321
2011-03-24,1000.917021,239.7033648,2206.706218,2418.774073,2292.096966,2731.661971,4878.199112,4764.585479,5053.571986,67532,2596.69,1375,2173.118838,1081.69,1957.914265
2011-03-25,1001.354814,239.7931987,2207.760839,2419.386148,2292.747947,2732.263761,4881.281906,4766.280972,5057.632594,67765,2605.37,1376,2178.41178,1084.33,1953.147288
2011-03-28,1001.793155,239.8830662,2208.986483,2420.992363,2294.585142,2733.680512,4884.183975,4769.091758,5060.654609,67192,2587.95,1372,2176.749666,1083.99,1958.425092
2011-03-29,1002.231688,239.9729675,2208.359916,2419.308522,2294.311815,2730.111823,4880.401625,4770.637979,5053.282525,67418,2603.88,1375,2183.145424,1079.1,1972.989714
2011-03-30,1002.670413,240.0629024,2211.306196,2426.222891,2299.663312,2739.434382,4886.172919,4774.754544,5060.263267,67997,2633.39,1396,2173.03336,1070.78,1950.609344
2011-03-31,1003.10933,240.1528711,2213.188106,2430.61495,2303.269383,2745.095482,4888.895207,4777.133789,5063.267721,68586,2655.4,1412,2159.379321,1066.11,1943.042357
2011-04-01,1003.548796,240.2498479,2215.536872,2434.36846,2306.088415,2750.264789,4895.514282,4778.614537,5073.409587,69268,2692.87,1429,2157.704754,1056.25,1919.900722
2011-04-04,1003.988097,240.3468638,2216.785206,2435.731195,2307.596734,2751.530297,4898.97632,4780.486837,5077.917125,69703,2700.41,1432,2147.25357,1052.7,1906.34463
2011-04-05,1004.427234,240.443919,2216.023335,2432.152104,2306.124251,2745.068774,4897.566953,4781.48233,5075.009505,69837,2702.34,1441,2143.801881,1054.47,1900.798094
2011-04-06,1004.866206,240.5410133,2216.902511,2433.028966,2307.463406,2745.418368,4899.528261,4783.384763,5077.049433,69036,2681.01,1430,2149.818738,1068.6,1900.727321
2011-04-07,1005.305727,240.6381468,2218.066025,2434.820581,2309.467802,2747.055202,4901.852546,4785.46344,5079.574192,69176,2671.56,1435,2123.881377,1051.95,1876.226083
2011-04-08,1005.745082,240.7353196,2218.936143,2436.10599,2311.539303,2747.431013,4903.631196,4787.612896,5081.165271,68718,2646.91,1430,2093.461554,1035.81,1847.545982
2011-04-11,1006.18463,240.8325316,2219.09001,2435.079037,2311.802057,2744.713114,4903.485874,4788.53044,5080.368166,68164,2637.41,1436,2093.30903,1040.76,1850.528425
2011-04-12,1006.624012,240.9297828,2221.204679,2437.7396,2314.329377,2747.710155,4909.987367,4791.323738,5089.274114,66896,2605.56,1412,2085.57192,1039.57,1855.506117
2011-04-13,1007.064302,241.0270733,2222.645866,2439.190183,2314.88712,2750.378192,4914.293473,4793.185736,5095.165475,66486,2598.86,1410,2085.180024,1029.78,1843.520539
2011-04-14,1007.505142,241.1244032,2223.808138,2439.899265,2315.05195,2751.818309,4918.233476,4796.092505,5099.821773,66278,2588.08,1413,2082.462584,1022.72,1833.573675
2011-04-15,1007.946175,241.2217723,2225.008483,2440.64321,2314.777882,2753.892757,4922.098669,4797.728272,5105.131613,66684,2586.19,1415,2081.927168,1015.66,1810.437984
2011-04-18,1008.388477,241.3191807,2225.231663,2440.099344,2314.555657,2752.913329,4922.668777,4799.959943,5104.700154,65415,2594.25,1404,2076.738768,1016.75,1824.345806
2011-04-19,1008.829897,241.4166285,2226.417893,2441.048417,2315.978922,2753.332488,4925.787196,4802.503975,5108.236971,66158,2608.38,1415,2072.889504,1016.49,1809.174158
2011-04-20,1009.270792,241.5141156,2226.751975,2440.539555,2315.152082,2753.187146,4926.281537,4804.900631,5107.581177,67058,2626.17,1432,2091.591992,1020.27,1792.402332
2011-04-25,1009.720485,241.611642,2224.616934,2433.216545,2312.053417,2740.13203,4921.614499,4806.349842,5099.080086,66972,2626.42,1427,2099.013,1023.62,1805.196768
2011-04-26,1010.170737,241.7092079,2226.807627,2435.803387,2313.966588,2743.723949,4928.49663,4808.361186,5109.084435,67144,2637.35,1432,2108.969496,1027.39,1802.063434
2011-04-27,1010.621189,241.8068132,2228.606437,2438.809222,2316.143832,2747.95472,4933.001846,4810.319073,5115.242231,66264,2624.97,1419,2129.06403,1038,1803.191562
2011-04-28,1011.071843,241.9044578,2230.36502,2441.821195,2318.152471,2752.409718,4938.031709,4812.25877,5122.267363,65673,2611.47,1405,2156.768944,1046.29,1811.132326
2011-04-29,1011.523414,242.002142,2231.806173,2443.954669,2320.132284,2754.87138,4941.173831,4814.610306,5125.960335,66132,2618.9,1413,2145.367613,1048.14,1807.989161
2011-05-02,1011.974829,242.0537413,2233.9176,2448.91929,2323.418372,2762.245354,4944.473817,4816.661134,5130.094454,65462,2623,1409,2143.513134,1049.09,1815.107874
2011-05-03,1012.426445,242.1053517,2235.608591,2453.11814,2326.443206,2768.175944,4946.138482,4818.975295,5131.41437,64318,2594,1405,2155.66918,1052.92,1842.526539
2011-05-04,1012.878262,242.156973,2236.609137,2456.185295,2327.767288,2773.611228,4945.429366,4820.89246,5129.145018,63615,2584,1387,2159.75396,1067.64,1849.304156
2011-05-05,1013.330281,242.2086054,2238.793426,2459.876147,2329.063956,2780.521345,4951.115223,4823.427954,5136.810479,63407,2623,1384,2165.39869,1059.65,1874.228714
2011-05-06,1013.782502,242.2602487,2239.454629,2456.747433,2326.054548,2777.043447,4957.723955,4826.107999,5145.877128,64417,2666,1414,2159.19622,1056.16,1859.333455
2011-05-09,1014.234565,242.3119031,2241.218558,2458.743952,2327.091253,2780.363683,4963.403531,4828.444325,5153.649597,64621,2661,1416,2180.855171,1058.19,1861.861223
2011-05-10,1014.68683,242.3635685,2241.732768,2459.024881,2328.340775,2779.455945,4964.159799,4830.500093,5153.658585,64876,2656,1419,2180.820404,1056.52,1827.700915
2011-05-11,1015.138936,242.4152449,2243.597609,2461.519979,2331.3349,2781.48929,4969.64812,4832.855683,5161.111729,63775,2637,1407,2171.217024,1053.85,1818.120849
2011-05-12,1015.590883,242.4669323,2244.761135,2462.990333,2332.703232,2783.180995,4971.983202,4834.923575,5163.656099,64003,2653,1421,2185.757055,1056.4,1810.336486
2011-05-13,1016.043032,242.5186308,2246.584909,2467.976905,2334.749832,2792.149831,4973.448889,4837.251122,5164.647708,63235,2625,1412,2184.310856,1056.49,1839.298583
2011-05-16,1016.495021,242.5703403,2249.065902,2473.742035,2337.169843,2802.451864,4977.514665,4839.383823,5169.941065,62829,2616,1401,2169.296199,1050.25,1825.030343
2011-05-17,1016.947933,242.6220608,2251.353809,2478.32631,2338.228856,2811.021048,4982.143782,4841.76676,5175.994472,63673,2634,1398,2164.90842,1044.91,1840.540311
2011-05-18,1017.401046,242.6737923,2252.688928,2481.650737,2335.322696,2821.025696,4983.411579,4843.780334,5176.852035,62840,2610,1388,2167.343288,1042.89,1833.418392
2011-05-19,1017.854362,242.7255348,2253.887695,2485.247004,2335.050007,2828.886432,4983.268078,4845.826784,5175.417521,62367,2610,1374,2171.9294,1047.05,1820.935522
2011-05-20,1018.308602,242.7772884,2253.328694,2481.276811,2333.672272,2821.940286,4983.58931,4847.886671,5174.723505,62596,2610,1374,2155.764263,1041.86,1816.933167
2011-05-23,1018.763044,242.8290531,2253.541384,2479.283788,2333.500309,2817.91724,4985.759384,4850.082961,5176.926643,62345,2603,1361,2152.450843,1036.58,1821.754385
2011-05-24,1019.217328,242.8808287,2253.151402,2477.568214,2332.725482,2815.100888,4983.501028,4851.908358,5172.216371,63336,2641,1376,2139.744768,1033.3,1826.592435
2011-05-25,1019.671814,242.9326154,2254.46571,2478.366529,2334.309478,2815.14926,4987.394338,4853.939181,5177.291899,63388,2638,1382,2151.969959,1034.7,1834.652702
2011-05-26,1020.126142,242.9844132,2256.222742,2480.655941,2335.966132,2818.265282,4991.606516,4856.26711,5182.706217,64098,2636,1387,2147.087524,1031.01,1826.385669
2011-05-27,1020.581033,243.0362219,2257.45828,2481.776568,2338.121332,2818.403665,4996.383179,4858.487562,5189.092779,64294,2641,1394,2134.81818,1023.3,1828.684836
2011-05-30,1021.035766,243.0880418,2258.254073,2482.121977,2339.283942,2817.932229,4999.294149,4860.536749,5192.575555,63953,2625,1395,2134.81818,1013.31,1819.898194
2011-05-31,1021.489614,243.1398727,2259.206164,2480.410851,2341.050072,2812.503859,5003.910664,4862.934093,5198.600194,64620,2639,1411,2125.28148,1025.05,1802.057639
2011-06-01,1021.945838,243.1572209,2260.216657,2480.926429,2341.814981,2812.801358,5006.566862,4865.372804,5201.443626,63411,2603,1389,2087.24249,1014.69,1813.207264
2011-06-02,1022.401541,243.1745703,2260.167579,2477.53674,2341.170565,2806.322136,5008.475028,4867.448426,5203.301558,64218,2625,1399,2075.10167,1000.75,1792.675803
2011-06-03,1022.857448,243.191921,2260.471243,2476.063183,2341.372733,2803.007931,5010.171654,4869.50729,5204.833469,64340,2641,1410,2046.971904,991.37,1783.963661
2011-06-06,1023.314283,243.209273,2260.140941,2472.732647,2340.95853,2796.415879,5010.637991,4871.348826,5204.536737,63067,2619,1394,2033.43477,988.23,1778.1507
2011-06-07,1023.770596,243.2266261,2262.011348,2475.171529,2342.144331,2800.332677,5016.026426,4873.381267,5211.937813,63217,2625,1400,2025.579416,979.56,1763.042607
2011-06-08,1024.22675,243.2439805,2264.841444,2481.412249,2344.414556,2811.143395,5022.069087,4875.61717,5220.261842,63032,2620,1394,2024.26392,979.55,1772.77338
2011-06-09,1024.690006,243.2613362,2266.175947,2484.151156,2344.293752,2817.040485,5024.061431,4877.711875,5222.242523,63468,2620,1399,2046.5453,988.31,1785.60363
2011-06-10,1025.154198,243.2786931,2267.598912,2486.467492,2344.62896,2821.576527,5028.33004,4880.004201,5227.721595,62697,2588,1388,2025.687924,982.61,1808.97575
2011-06-13,1025.617874,243.2960512,2268.81453,2488.353336,2345.354599,2824.802482,5031.055356,4882.402407,5230.693808,62022,2580,1380,2020.683504,979.88,1813.413422
2011-06-14,1026.081396,243.3134105,2268.978065,2487.350498,2346.269215,2821.745355,5031.204529,4884.755113,5229.606497,62204,2595,1382,2037.539127,985.15,1800.315889
2011-06-15,1026.547672,243.3307711,2270.654867,2490.186741,2349.507253,2824.382418,5035.076973,4887.053175,5234.454122,61603,2579,1370,2019.61032,978.08,1826.79756
2011-06-16,1027.014159,243.348133,2270.942974,2489.945153,2350.000168,2823.371207,5035.235842,4889.15119,5233.5255,60880,2557,1353,2041.914512,990.42,1844.322508
2011-06-17,1027.480859,243.3654961,2271.742286,2490.991547,2351.693804,2823.835656,5036.544051,4891.190854,5234.452282,61059,2565,1356,2031.72985,981.39,1823.638529
2011-06-20,1027.947406,243.3828604,2272.263555,2490.530135,2352.371017,2822.174534,5038.309533,4893.311608,5236.058557,61168,2584,1348,2041.413084,981.17,1832.707835
2011-06-21,1028.414894,243.4002259,2272.223764,2490.110733,2354.216828,2819.406494,5035.859741,4895.234246,5231.091928,61423,2605,1356,2061.17232,990.22,1827.798076
2011-06-22,1028.88223,243.4175927,2272.80726,2489.495899,2355.297434,2817.010783,5038.77597,4897.655214,5234.354073,61194,2592,1347,2043.592178,985.33,1811.052873
2011-06-24,1029.349414,243.4349608,2273.612139,2487.862895,2356.044423,2812.819004,5043.879079,4900.162443,5241.03553,61016,2600,1354,2027.99786,978.81,1836.731817
2011-06-27,1029.81681,243.45233,2273.229167,2482.798754,2356.51989,2801.702579,5046.623993,4902.581125,5244.027299,61216,2606,1352,2044.19169,983,1837.651838
2011-06-28,1030.284054,243.4697005,2271.92652,2476.562881,2356.088515,2789.05397,5045.821215,4904.735465,5241.54205,62303,2630,1369,2053.017611,982.67,1815.492528
2011-06-29,1030.751874,243.4870723,2272.193706,2476.089548,2357.270511,2786.851592,5045.899884,4906.628659,5240.601503,62333,2639,1367,2056.55593,984.7,1805.14334
2011-06-30,1031.221002,243.5044453,2271.444707,2472.928541,2356.446084,2781.059422,5043.709551,4908.619248,5236.008075,62403,2637,1373,2061.651104,989.18,1796.309376
2011-07-01,1031.690343,243.5229794,2273.237905,2474.674589,2357.472673,2783.674695,5049.687347,4911.087244,5244.098647,63394,2659,1384,2089.751233,1002.02,1795.504176
2011-07-04,1032.159898,243.541515,2274.699247,2476.292059,2358.965247,2785.543518,5054.084241,4913.864993,5249.845619,63891,2669,1392,2089.751233,1004.63,1789.193178
2011-07-05,1032.630032,243.5600519,2274.395936,2474.461144,2358.811274,2781.857695,5052.531597,4915.271917,5245.93462,63038,2653,1383,2092.042956,1007.33,1794.18938
2011-07-06,1033.100015,243.5785903,2275.907721,2475.571847,2359.978206,2782.995784,5058.056495,4918.082975,5253.691253,62565,2640,1371,2097.486364,1009.51,1795.767331
2011-07-07,1033.570211,243.5971301,2275.783696,2474.895742,2362.115792,2779.390508,5055.883821,4919.101414,5248.967306,62207,2608,1367,2108.452082,1012.45,1790.721214
2011-07-08,1034.040622,243.6156713,2276.601046,2475.615044,2363.788421,2779.18984,5057.639762,4921.328228,5250.38182,61513,2583,1353,2100.89692,1011.44,1801.96546
2011-07-11,1034.511246,243.6342139,2276.90924,2473.305331,2365.492412,2772.598874,5060.846386,4923.93067,5254.118642,60223,2559,1325,2084.266404,1008.19,1828.028431
2011-07-12,1034.982085,243.6527579,2277.416955,2473.316682,2366.869855,2771.214022,5061.876303,4926.811783,5253.70718,59704,2545,1320,2072.004372,1005.33,1840.459887
2011-07-13,1035.453504,243.6713033,2278.588457,2474.667086,2369.224607,2771.640515,5064.746362,4929.567335,5256.715893,60669,2573,1334,2076.990264,1007.23,1833.319201
2011-07-14,1035.925139,243.6898501,2279.460002,2475.778757,2370.753216,2772.410758,5066.065359,4932.23397,5256.995196,59679,2561,1319,2058.721623,1003.99,1831.082098
2011-07-15,1036.396988,243.7083984,2280.016556,2477.147656,2371.578113,2774.44062,5065.214363,4934.158574,5253.942651,59478,2540,1309,2071.999202,1010.2,1834.128769
2011-07-18,1036.869051,243.726948,2281.514347,2479.03941,2373.895132,2776.067286,5069.359804,4937.239617,5258.996783,58837,2535,1293,2066.250432,1008.44,1831.559179
2011-07-19,1037.340963,243.7454991,2282.615562,2479.858947,2375.539504,2776.148806,5072.704212,4940.028874,5262.835076,59082,2551,1294,2081.772043,1016.19,1804.16844
2011-07-20,1037.81309,243.7640516,2282.950408,2479.778975,2375.795556,2775.73567,5073.31995,4941.57664,5262.726759,59119,2546,1296,2075.072184,1018.23,1795.294908
2011-07-21,1038.294606,243.7826055,2283.703646,2481.462821,2377.847008,2777.194187,5072.911333,4944.384983,5259.776263,60262,2555,1318,2091.89346,1028.27,1796.235656
2011-07-22,1038.776345,243.8011608,2284.928794,2482.72735,2378.78193,2778.878692,5076.278767,4946.526828,5264.166279,60270,2559,1323,2091.102594,1032.21,1793.769328
2011-07-25,1039.258675,243.8197175,2284.810866,2481.290505,2378.649545,2776.060001,5075.229911,4949.03287,5260.298447,59970,2541,1314,2066.195607,1022.81,1774.801204
2011-07-26,1039.740862,243.8382756,2286.800255,2485.170423,2381.387749,2781.355366,5079.373159,4951.369726,5265.935044,59339,2533,1305,2043.86193,1017.89,1761.351273
2011-07-27,1040.223272,243.8568352,2287.599499,2486.675721,2383.341908,2782.542264,5079.997927,4953.857602,5265.10221,58288,2494,1278,2040.717471,1009.5,1794.562739
2011-07-28,1040.705906,243.8753961,2287.648243,2487.975708,2384.989676,2783.606052,5075.597519,4956.16214,5255.344022,58708,2532,1283,2035.678617,1014.13,1802.979549
2011-07-29,1041.188764,243.8939585,2289.15467,2489.591174,2386.132629,2785.808083,5080.207025,4958.771116,5261.607725,58823,2542,1285,2011.175364,993.55,1789.723212
2011-08-01,1041.672214,243.9331181,2291.204634,2490.341536,2388.872785,2784.681727,5090.011905,4961.938077,5276.808748,58535,2537,1278,2001.320394,998.89,1780.835206
2011-08-02,1042.15552,243.9722839,2294.205667,2492.673322,2391.710274,2786.704743,5102.633323,4964.998892,5296.785582,57310,2513,1254,1963.34068,979.97,1810.92952
2011-08-03,1042.639051,244.011456,2294.779959,2492.063394,2393.053021,2784.147345,5105.002542,4967.236376,5299.295526,56017,2494,1222,1972.558134,980.58,1828.413989
2011-08-04,1043.122806,244.0506345,2296.775792,2491.920871,2396.326164,2780.67088,5115.243109,4972.022998,5313.786603,52811,2415,1148,1890.350264,960.61,1848.675198
2011-08-05,1043.606786,244.0898192,2298.477503,2490.58713,2396.656782,2777.613284,5125.565958,4976.210041,5328.869878,52949,2431,1155,1906.41451,954.68,1861.946658
2011-08-08,1044.09099,244.1290102,2302.557991,2492.594532,2400.340207,2778.14795,5145.433787,4981.78891,5359.74888,48668,2301,1069,1791.024054,908.17,1880.664851
2011-08-09,1044.575418,244.1682075,2304.57089,2493.896867,2403.828552,2777.426049,5153.344958,4986.080805,5370.500725,51150,2371,1108,1915.210502,932.96,1917.206517
2011-08-10,1045.060072,244.207411,2304.756124,2493.709939,2404.070003,2776.807712,5152.663569,4987.206359,5368.459736,51395,2361,1116,1813.725908,910.95,1894.618252
2011-08-11,1045.54495,244.2466209,2303.63667,2491.348296,2403.882253,2772.145793,5146.307166,4988.860453,5356.016154,53343,2408,1161,1912.106784,947.13,1913.34604
2011-08-12,1046.030053,244.2858371,2308.748479,2500.269821,2409.229711,2785.244997,5162.129325,4992.156165,5381.462673,53473,2409,1160,1904.603317,946.16,1900.635158
2011-08-15,1046.515382,244.3250596,2312.31964,2510.292216,2411.583471,2803.514732,5166.235753,4994.134695,5387.229458,54651,2458,1187,1921.884244,951.59,1881.384725
2011-08-16,1047.000935,244.3642884,2316.973223,2522.983052,2417.006268,2825.140311,5173.136124,4996.646006,5397.526377,54323,2477,1179,1898.635368,945.37,1881.732044
